,AFFGEOID,Zugeschnitten_area_full,Zugeschnitten_area_clipped,Anzahl_centers_in_counties
2998,0500000US13121,1391141622.668,1.391.141.623,1
2999,0500000US13209,,,0
3000,0500000US13315,995381716.526,838.752.512,0
3001,0500000US18147,1042543518.655,1.042.543.519,0
3002,0500000US20025,,,0
3003,0500000US21093,1638202570.2870002,1.638.202.570,0
3004,0500000US21189,515325957.436,3.092.924,0
3005,0500000US22009,2256350026.828,,0
3006,0500000US22047,1702135418.958,1.702.135.419,0
3007,0500000US22099,2128736285.7370002,2.005.131.052,0
3008,0500000US25007,,,0
3009,0500000US28055,1150187114.265,1.027.034.033,0
3010,0500000US05109,1598477033.954,1.498.133.999,0
3011,0500000US06059,2080187565.67,2.080.187.566,1
3012,0500000US08019,1028743830.147,1.028.743.830,0
3013,0500000US09007,,,0
3014,0500000US12053,1300599134.356,1.300.599.134,0
3015,0500000US21125,,,0
3016,0500000US21205,743746966.483,28.636.313,0
3017,0500000US22077,1539907676.804,1.539.907.677,0
3018,0500000US13133,1057669181.0289999,1.057.669.181,0
3019,0500000US13217,726896766.282,726.896.766,0
3020,0500000US17161,1170343707.933,1.170.343.708,2
3021,0500000US36025,3805840396.992,755.524.409,0
3022,0500000US37023,1337522270.22,1.337.522.270,0
3023,0500000US37099,1287707389.313,1.287.707.389,0
3024,0500000US38071,,,0
3025,0500000US27061,7574197181.92,17.061.140,0
3026,0500000US27161,1121807667.609,1.121.807.668,0
3027,0500000US30001,14430379782.783998,21.152.463,0
3028,0500000US30069,,,0
3029,0500000US32001,13047485647.818998,1.986.732.184,0
3030,0500000US34015,874305843.048,874.305.843,1
3031,0500000US29057,1315745940.638,1.315.745.941,0
3032,0500000US34041,940027000.629,564.660.280,0
3033,0500000US36029,2733165950.185,,1
3034,0500000US36047,,,0
3035,0500000US37007,1397237265.607,1.240.604.239,0
3036,0500000US37127,1411614085.779,1.411.614.086,0
3037,0500000US38085,2920499048.461,1.182.190.012,0
3038,0500000US41033,,,0
3039,0500000US41061,,,0
3040,0500000US42075,940897783.095,940.897.783,0
3041,0500000US46123,,,0
3042,0500000US47063,457072349.128,457.072.349,0
3043,0500000US47173,642620094.163,642.620.094,0
3044,0500000US48073,2767353538.3459997,,0
3045,0500000US48199,2339762192.8389997,,0
3046,0500000US49015,11614462712.176,42.768.111,0
3047,0500000US51001,1463533101.748,241.240.985,0
3048,0500000US35045,14400256800.166,,1
3049,0500000US42027,2888047324.124,,1
3050,0500000US42095,979452327.002,947.983.523,0
3051,0500000US45013,1843962233.694,1.835.470.273,0
3052,0500000US51127,581606026.326,581.606.026,0
3053,0500000US51735,53028613.81,53.028.614,0
3054,0500000US54031,1518019026.686,1.356.783.164,0
3055,0500000US54085,1178139845.417,1.178.139.845,0
3056,0500000US55078,945415892.3060001,945.415.892,0
3057,0500000US56027,,,0
3058,0500000US45061,1070263106.421,1.014.408.364,0
3059,0500000US51125,1232144499.167,1.232.144.499,0
3060,0500000US51161,652992743.744,652.992.744,0
3061,0500000US53043,6050978359.790999,,0
3062,0500000US54047,,,0
3063,0500000US04012,11750216158.103,1.617.939.122,0
3064,0500000US05045,1727450171.651,1.727.450.172,1
3065,0500000US06051,,,0
3066,0500000US06083,7160391991.341,559.320.883,0
3067,0500000US08055,4140474779.237,,0
3068,0500000US13039,1787455200.3639998,1.785.641.480,0
3069,0500000US21139,889016400.291,54.695.430,0
3070,0500000US21197,468058949.68,468.058.950,0
3071,0500000US22055,701911156.195,701.911.156,1
3072,0500000US22117,1761952593.343,567.981.514,0
3073,0500000US17081,1516517887.188,1.189.538.995,0
3074,0500000US36103,,,0
3075,0500000US37043,574134219.742,58.057.584,0
3076,0500000US37091,932712672.3160001,681.672.856,0
3077,0500000US28011,2357856308.025,,0
3078,0500000US53057,4550037381.745999,,0
3079,0500000US46057,1393911887.015,1.393.911.887,0
3080,0500000US47123,1697854013.615,1.520.122.743,0
3081,0500000US47185,986833503.787,382.281.922,0
3082,0500000US48091,1499373053.556,1.499.373.054,0
3083,0500000US48229,11913655377.937,,0
3084,0500000US48343,673799357.3759999,673.799.357,0
3085,0500000US48407,1636760900.659,726.036.079,0
3086,0500000US48443,,,0
3087,0500000US49047,11692429825.455,306.538.312,0
3088,0500000US51033,1395863708.014,1.395.863.708,0
3089,0500000US51095,406012061.422,406.012.061,0
3090,0500000US16049,22014029665.672997,1.373.932.226,0
3091,0500000US37029,638973614.316,638.973.614,0
3092,0500000US48313,1231108062.052,1.227.441.713,0
3093,0500000US08057,4207095558.95,1.096.965.616,0
3094,0500000US37051,1713235788.161,1.713.235.788,2
3095,0500000US27103,1209775945.955,1.209.775.946,0
3096,0500000US54095,677048300.925,677.048.301,0
3097,0500000US01047,2588784174.257,1.231.133.574,0
3098,0500000US08111,,,0
3099,0500000US20149,2237533660.761,,0
3100,0500000US01001,1574241797.151,1.574.241.797,0
3101,0500000US02130,,,0
3102,0500000US06033,,,0
3103,0500000US08053,,,0
3104,0500000US12119,1513027323.55,1.513.027.324,0
3105,0500000US13183,1052480634.53,1.037.202.448,0
3106,0500000US16023,5801439069.516999,1.168.503.841,0
3107,0500000US18003,1712555709.025,1.712.555.709,2
3108,0500000US20135,,,0
3109,0500000US21239,498879957.33199996,498.879.957,0
3110,0500000US22087,1610145498.86,1.610.145.499,0
3111,0500000US26153,3162874431.3859997,228.023.055,0
3112,0500000US28143,1251197344.671,1.080.804.948,0
3113,0500000US29143,,,0
3114,0500000US30047,4278772370.36,1.501.689.732,0
3115,0500000US12125,651398634.0419999,651.398.634,0
3116,0500000US47189,1517153188.968,1.517.153.189,0
3117,0500000US48063,529263448.741,529.263.449,0
3118,0500000US48311,3017195938.4,26.330.074,0
3119,0500000US49033,2818210517.021,,0
3120,0500000US51009,1244727493.445,1.244.727.493,0
3121,0500000US51047,994234153.525,563.336.666,0
3122,0500000US22015,2259214355.503,,0
3123,0500000US25027,,,0
3124,0500000US36061,,,0
3125,0500000US48323,3368187566.8490005,,2
3126,0500000US16013,6881192033.0859995,1.492.923.253,0
3127,0500000US20203,,,0
3128,0500000US55111,2200965092.01,2.023.789.742,0
3129,0500000US47119,1601450386.305,1.539.676.521,0
3130,0500000US49057,1711953072.17,1.711.953.072,2
3131,0500000US16003,,,0
3132,0500000US21051,,,0
3133,0500000US49037,20617400161.751,2.587.166,0
3134,0500000US51113,836207661.79,836.207.662,0
3135,0500000US08117,1607939773.438,371.563.650,0
3136,0500000US22097,2447720397.447,,0
3137,0500000US13309,,,0
3138,0500000US24029,783205489.16,783.205.489,0
3139,0500000US27173,1977385263.928,765.785.458,0
3140,0500000US34031,,,0
3141,0500000US37159,1362741368.325,1.362.741.368,0
3142,0500000US42049,2100101449.0410001,2.100.101.449,1
3143,0500000US47135,1099918238.0180001,325.196.074,0
3144,0500000US23025,10601648650.726,502.976.591,0
3145,0500000US30089,7215699688.119,2.048.700.090,0
3146,0500000US45031,1474971947.438,175.409.299,0
3147,0500000US08007,3521634920.153,76.805.363,0
3148,0500000US04007,12484639763.8,1.793.721.902,0
3149,0500000US12013,1497654590.26,624.656.654,0
3150,0500000US17153,528412641.666,528.412.642,0
3151,0500000US12057,2830022102.2409997,,3
3152,0500000US22101,1920113269.6660001,931.275.252,0
3153,0500000US53077,11157039360.39,1.947.892.183,0
3154,0500000US46071,,,0
3155,0500000US48433,2397204034.82,438.943.497,0
3156,0500000US31113,,,0
3157,0500000US36053,,,0
3158,0500000US37087,1442365424.224,1.442.365.424,0
3159,0500000US40079,4185056952.5790005,,0
3160,0500000US41055,,,0
3161,0500000US45019,2668411206.008,,1
3162,0500000US47001,896701275.72,896.701.276,0
3163,0500000US48007,760019007.5760001,760.019.008,0
3164,0500000US48241,2527469356.256,1.435.690.584,0
3165,0500000US48403,,,0
3166,0500000US49043,4882704401.12,,0
3167,0500000US51133,551805076.425,133.241.796,0
3168,0500000US53025,7222395893.813001,1.466.121.455,0
3169,0500000US54081,,,0
3170,0500000US01063,1718610416.039,1.718.610.416,0
3171,0500000US02090,,,0
3172,0500000US05103,1926061322.981,18.305.163,0
3173,0500000US06079,8646529559.508001,1.166.043.856,0
3174,0500000US08065,,,0
3175,0500000US12037,1478366124.734,745.668.480,0
3176,0500000US27067,2233101415.9370003,1.319.719.924,0
3177,0500000US45067,1286260946.106,1.228.407.602,0
3178,0500000US48389,,,0
3179,0500000US01097,3306894810.102,,3
3180,0500000US06077,3707107475.365,,0
3181,0500000US23023,772407457.1939999,772.407.457,0
3182,0500000US18145,1071811431.643,1.071.811.432,0
3183,0500000US21229,782702770.93,782.702.771,0
3184,0500000US22113,3381369657.217,,0
3185,0500000US26033,,,0
3186,0500000US13105,973846134.7789999,973.846.135,0
3187,0500000US13221,1150574112.1260002,1.150.574.112,0
3188,0500000US19009,1150068664.663,161.654.511,0
3189,0500000US36123,,,0
3190,0500000US37161,1475544598.486,1.475.544.598,0
3191,0500000US39047,1056583287.719,1.056.583.288,0
3192,0500000US29099,1725524641.836,1.725.524.642,0
3193,0500000US29197,,,0
3194,0500000US30083,,,0
3195,0500000US41065,6202124952.127,166.066.488,0
3196,0500000US42103,1470779908.309,1.470.777.943,0
3197,0500000US13049,2043545791.2589998,1.822.569.573,0
3198,0500000US47151,1386216336.581,1.038.970.456,0
3199,0500000US48051,1764432840.6160002,1.764.432.841,0
3200,0500000US48301,,,0
3201,0500000US48411,2966947214.2840004,302.216.695,0
3202,0500000US50017,,,0
3203,0500000US51083,2157196509.416,,0
3204,0500000US51087,636363231.295,636.363.231,1
3205,0500000US29019,1794864840.907,1.794.864.841,1
3206,0500000US05119,2101839767.806,2.101.839.768,3
3207,0500000US51105,1136930574.588,1.033.372.941,0
3208,0500000US06027,26596856371.016003,963.781.440,0
3209,0500000US21027,1521707267.2589998,1.521.707.267,0
3210,0500000US39115,1095023389.941,1.095.023.390,0
3211,0500000US48465,8429674348.448001,,1
3212,0500000US54025,2661733454.282,712.451.580,0
3213,0500000US30003,12986097821.268,,0
3214,0500000US51119,362854421.706,362.854.422,0
3215,0500000US48237,2396188721.626,1.716.721.397,0
3216,0500000US01033,1622377536.552,1.622.377.537,0
3217,0500000US12129,1644016867.2879999,1.644.016.867,0
3218,0500000US29227,692494122.021,184.375.823,0
3219,0500000US08005,2091332843.9229999,1.787.062.720,2
3220,0500000US24039,,,0
3221,0500000US45021,1033409214.865,1.033.409.215,0
3222,0500000US48099,2754014997.678,,0
3223,0500000US12105,5246536361.659,,2
3224,0500000US53045,2589730844.431,,0
3225,0500000US49017,13536198694.628,2.062.646.231,0
3226,0500000US19163,1214509493.8539999,1.214.509.494,1
3227,0500000US27145,3599412449.597,,2
3228,0500000US37069,1286240725.428,1.286.240.725,0
3229,0500000US48317,,,0
3230,0500000US54107,978774074.0830001,978.774.074,1
3231,0500000US13269,988947900.9239999,988.947.901,0
3232,0500000US01003,4380719015.632,,0
