,AFFGEOID,Zugeschnitten_area_full,Zugeschnitten_area_clipped,Anzahl_centers_in_counties
649,0500000US47021,798657884.4219999,798.657.884,0
650,0500000US47035,1781146019.313,301.739.859,0
651,0500000US47037,1367007653.717,1.367.007.654,5
652,0500000US47041,855612385.2639999,855.612.385,0
653,0500000US47045,1369248160.472,1.062.396.028,0
654,0500000US47059,1623273793.935,1.623.273.794,0
655,0500000US47065,1498267438.103,1.498.267.438,2
656,0500000US47079,1542685732.268,916.673.161,0
657,0500000US47093,1367642168.1330001,1.367.642.168,2
658,0500000US47107,1124321560.125,1.099.743.732,0
659,0500000US47117,978567732.34,978.567.732,0
660,0500000US47141,1046834446.218,374.044.235,0
661,0500000US47143,875114470.072,748.946.574,0
662,0500000US47155,1555010300.4429998,1.555.010.300,0
663,0500000US47157,2042389194.151,2.042.389.194,3
664,0500000US47165,1412139807.165,1.412.139.807,0
665,0500000US47167,1231318039.987,1.231.318.040,0
666,0500000US48001,2808748426.718,,0
667,0500000US48005,,,0
668,0500000US48029,3276019064.4209995,,12
669,0500000US48033,2359686254.119,295.510.136,0
670,0500000US48039,3804694692.508,,0
671,0500000US48057,1948883661.2779999,1.948.883.661,0
672,0500000US48109,,,0
673,0500000US48119,723835197.127,390,0
674,0500000US48173,2348727125.318,561.384,0
675,0500000US48187,1863912167.341,1.863.912.167,0
676,0500000US48205,3805929561.2720003,691.352.926,0
677,0500000US48215,4135853263.385,,5
678,0500000US48223,2064345830.0010002,192.257.615,0
679,0500000US48263,2350305636.392,5.723.287,0
680,0500000US48273,2369910608.243,,0
681,0500000US48287,1653251976.5279999,1.651.233.658,0
682,0500000US48315,1094869916.024,1.094.869.916,0
683,0500000US48321,3606820034.2720003,1.196.053.476,0
684,0500000US48339,2807666981.6109996,,0
685,0500000US48349,2829314937.097,,0
686,0500000US48373,2892489477.9090004,561.260.642,0
687,0500000US48377,,,0
688,0500000US48383,3064063677.657,160.104.898,0
689,0500000US48387,2752823787.843,521.241.369,0
690,0500000US48405,,,0
691,0500000US48429,2399774063.3120003,489.504.497,0
692,0500000US48453,2667246170.515,,3
693,0500000US48455,,,0
694,0500000US48467,2238984540.34,,0
695,0500000US48473,1350200857.774,1.350.200.858,0
696,0500000US48479,8811860256.434,,3
697,0500000US48491,2957018215.993,,0
698,0500000US49045,18909079398.895,,0
699,0500000US49051,3134804933.178,,0
700,0500000US50027,,,0
701,0500000US51007,932023239.001,932.023.239,0
702,0500000US51017,1389026524.918,650.029.816,0
703,0500000US51019,2017614116.467,2.017.614.116,0
704,0500000US51023,1419014262.762,1.419.014.263,0
705,0500000US51036,520580623.686,520.580.624,0
706,0500000US51041,1135581699.211,1.135.581.699,0
707,0500000US51057,694398034.588,694.398.035,0
708,0500000US51067,1849962199.579,1.849.962.200,0
709,0500000US51091,1080748768.407,1.041.241.105,0
710,0500000US37125,1835989277.967,1.835.989.278,0
711,0500000US40133,1666265797.822,1.144.242.968,0
712,0500000US35019,7886841239.419001,12.046,0
713,0500000US45027,1811028779.589,938.149.603,0
714,0500000US45047,1204861679.738,1.156.111.897,0
715,0500000US53073,5605128728.075,,1
716,0500000US47085,1447916193.946,1.150.576.916,0
717,0500000US51063,992257080.065,992.257.080,0
718,0500000US01043,1964892249.769,1.964.892.250,0
719,0500000US02195,,,0
720,0500000US06091,2498573020.882,1.710.275.370,0
721,0500000US12083,4336748945.842999,,1
722,0500000US13007,910260009.2,910.260.009,0
723,0500000US18125,886177261.418,886.177.261,0
724,0500000US21055,964676273.375,317.961.749,0
725,0500000US22017,2438864528.152,,2
726,0500000US22115,3496455403.243,,0
727,0500000US30005,,,0
728,0500000US36063,1379175976.185,1.379.175.976,0
729,0500000US40089,4950218186.256,950.695.852,0
730,0500000US44005,,,0
731,0500000US46117,,,0
732,0500000US47091,787274868.0339999,787.274.868,0
733,0500000US48129,2427844919.827,142.464.079,0
734,0500000US51117,1766238514.572,571.697.640,0
735,0500000US53027,5009687447.51,,0
736,0500000US54059,,,0
737,0500000US02170,,,0
738,0500000US06093,,,0
739,0500000US10001,1553010373.6379998,955.163.592,0
740,0500000US22043,1731842101.704,1.731.842.102,0
741,0500000US23003,,,0
742,0500000US13163,1379505128.586,1.346.933.926,0
743,0500000US13251,1707837273.3960001,921.639.362,0
744,0500000US13303,1781986997.043,1.364.616.995,0
745,0500000US19039,1120302147.88,1.120.302.148,0
746,0500000US27021,6245915671.995,1.595.129,0
747,0500000US28089,1932525591.951,1.932.525.592,0
748,0500000US30007,3204682308.231,457.735,0
749,0500000US30093,,,0
750,0500000US34011,1301959928.3769999,1.301.959.928,0
751,0500000US42031,1582272046.967,527.988.861,0
752,0500000US51191,1472248358.7410002,1.472.248.359,0
753,0500000US45069,1262905808.745,336.355.505,0
754,0500000US47055,1589781481.3920002,1.537.743.495,0
755,0500000US47127,339391528.742,339.391.529,0
756,0500000US48345,,,0
757,0500000US51081,771599533.2889999,771.126.191,0
758,0500000US01009,1693611139.091,1.693.611.139,0
759,0500000US01025,3264002465.398,390.505.076,0
760,0500000US01085,1888975251.6560001,1.888.975.252,0
761,0500000US05073,1419237723.236,1.419.237.723,0
762,0500000US06053,,,0
763,0500000US06099,3934479768.803,68.326.307,0
764,0500000US08067,4418134869.4609995,,0
765,0500000US12045,,,0
766,0500000US12121,1804830390.9789999,1.696.241.836,0
767,0500000US16041,1731571242.4220002,1.731.571.242,0
768,0500000US16079,6838199352.669001,,0
769,0500000US18021,935701993.531,935.701.994,0
770,0500000US19035,1496395368.8279998,1.292.771.798,0
771,0500000US20033,,,0
772,0500000US21147,1120783814.589,40.479.476,0
773,0500000US21175,,,0
774,0500000US22005,789320436.658,789.320.437,0
775,0500000US22025,1926278704.137,1.528.823.111,0
776,0500000US22037,1188049150.629,1.188.049.151,0
777,0500000US22091,1067359016.357,1.067.359.016,0
778,0500000US22109,3874044120.774,1.270.153.200,0
779,0500000US24047,,,0
780,0500000US26055,,,0
781,0500000US27015,1601894648.266,1.381.190.633,0
782,0500000US27087,1507748122.6460001,303.437.482,0
783,0500000US28109,2132995261.056,2.132.995.261,0
784,0500000US29003,1132766600.862,1.132.766.601,0
785,0500000US29027,2200781496.904,,0
786,0500000US30009,5338808413.862,,0
787,0500000US30033,,,0
788,0500000US30063,6774245127.500999,,1
789,0500000US31057,,,0
790,0500000US36009,3429953186.6270003,1.623.405.311,0
791,0500000US36071,2175867877.838,71.388.957,0
792,0500000US36111,,,0
793,0500000US37015,1845189527.755,1.792.513.877,0
794,0500000US37101,2069743833.576,2.069.743.834,0
795,0500000US37131,1431876832.821,575.125.996,0
796,0500000US40113,5990203675.783001,,0
797,0500000US41015,,,0
798,0500000US42101,370526523.59400004,370.526.524,2
799,0500000US42129,2689396642.386,,0
800,0500000US45009,1029726378.6889999,319.260.479,0
801,0500000US45057,1444597533.695,1.444.597.534,0
802,0500000US45087,1342814946.808,1.342.814.947,0
803,0500000US47025,1148215208.789,1.137.213.756,0
804,0500000US47053,1570036514.325,1.570.036.514,0
805,0500000US47163,1117098818.339,1.117.098.818,1
806,0500000US48003,,,0
807,0500000US48089,2539023676.913,1.017.235.907,0
808,0500000US48135,,,0
809,0500000US48203,2385317923.971,,0
810,0500000US48351,2448728349.231,1.152.253.581,0
811,0500000US48379,674100372.184,593.988.316,0
812,0500000US48409,1842722740.8979998,1.842.722.741,0
813,0500000US49007,3855296817.7520003,411.946.162,0
814,0500000US49019,9570916715.081,,0
815,0500000US51005,1169059102.474,1.169.059.102,0
816,0500000US51029,1516860006.728,1.377.644.571,0
817,0500000US51061,1692818795.2289999,1.118.452.317,0
818,0500000US51141,1263491678.236,1.263.491.678,0
819,0500000US51167,1238638083.319,1.238.638.083,0
820,0500000US51193,633558999.3180001,376.791.253,0
821,0500000US53011,1698216751.2970002,1.698.216.751,1
822,0500000US53033,5669808681.975,,3
823,0500000US55001,1781419014.3370001,1.704.822.418,0
824,0500000US55029,1284944461.809,835.489.827,0
825,0500000US72097,,,0
826,0500000US05017,1799196708.629,1.799.196.709,0
827,0500000US05041,2132845869.141,2.132.317.945,0
828,0500000US08051,,,0
829,0500000US22107,1670161668.968,230.803.883,0
830,0500000US22123,938648595.5389999,938.648.596,0
831,0500000US18179,960798336.0139999,960.798.336,0
832,0500000US13215,575739314.036,575.739.314,1
833,0500000US13263,1028058673.036,1.028.058.673,0
834,0500000US13301,746371575.915,746.371.576,0
835,0500000US16031,6693511088.155,,0
836,0500000US17125,1462573077.242,1.462.573.077,0
837,0500000US18051,1296656564.414,1.296.656.564,0
838,0500000US20083,,,0
839,0500000US21079,607980211.352,607.980.211,0
840,0500000US21123,685229781.335,648.336.906,0
841,0500000US21209,741695287.988,741.695.288,0
842,0500000US22065,1695321998.661,1.150.795.087,0
843,0500000US22105,2200086615.381,1.810.145.828,0
844,0500000US24037,1044493941.602,870.447.598,0
845,0500000US26047,,,0
846,0500000US28061,1765339764.444,1.765.339.764,0
847,0500000US27051,,,0
848,0500000US27137,17440413889.916,,2
849,0500000US28021,1305441098.4989998,872.402.443,0
850,0500000US28053,1122445043.914,1.122.445.044,0
851,0500000US28137,1069472710.522,1.069.472.711,0
852,0500000US30035,,,0
853,0500000US30061,3165583544.064,1.732.427.809,0
854,0500000US31009,,,0
855,0500000US32033,,,0
856,0500000US34009,742394797.913,610.871.325,0
857,0500000US41003,1757232133.971,1.757.232.134,0
858,0500000US42023,1033497170.089,561.118.025,0
859,0500000US42055,2006469521.424,2.006.469.521,0
860,0500000US44007,,,0
861,0500000US51149,732805359.5639999,732.805.360,0
862,0500000US53067,1967558314.089,1.967.558.314,1
863,0500000US54023,1247216495.437,606.945.346,0
864,0500000US54109,,,0
865,0500000US13107,1797585963.7970002,247.195.907,0
866,0500000US16007,2722850791.513,1.712.222.130,0
867,0500000US45073,1752450738.689,1.752.450.739,0
868,0500000US47003,1235059696.724,1.235.059.697,0
869,0500000US47031,1130459546.654,1.130.459.547,0
870,0500000US47089,817372959.136,817.372.959,0
871,0500000US47147,1239106410.688,1.239.106.411,0
872,0500000US48015,1711620821.176,1.692.677.467,0
873,0500000US48105,7320781694.561999,386.945.510,0
874,0500000US48277,,,0
875,0500000US48391,2049527809.556,2.049.527.810,0
876,0500000US48469,2318667079.023,,1
877,0500000US51003,1886426761.457,1.886.426.761,0
878,0500000US51031,1317209307.096,1.317.209.307,0
879,0500000US51059,1044285416.4419999,1.044.285.416,0
880,0500000US35029,7725767179.671,,0
881,0500000US08027,1922072433.795,1.521.976.403,0
882,0500000US13265,508704985.66800004,508.704.986,0
883,0500000US02050,,,0
884,0500000US05039,1738801476.7489998,1.334.189.207,0
885,0500000US06015,,,0
886,0500000US06039,,,0
887,0500000US06105,,,0
888,0500000US08043,3984521324.435,,0
889,0500000US08107,,,0
890,0500000US12069,3017342299.545,,0
891,0500000US12103,857206398.8989999,857.206.399,2
892,0500000US13033,2173666763.952,,0
893,0500000US13219,485126588.809,485.126.589,0
894,0500000US16035,6442483681.093,1.701.940.389,0
895,0500000US16069,2216183371.847,1.957.775.595,0
896,0500000US18071,1334735815.183,1.334.735.815,0
897,0500000US19087,1132784664.773,723.337.925,0
898,0500000US21003,915262403.2210001,915.262.403,0
899,0500000US21107,1440973652.2220001,1.432.416.970,0
900,0500000US21165,535149237.643,307.819.841,0
901,0500000US30043,,,0
902,0500000US30081,6211714408.1640005,,0
903,0500000US33009,,,0
904,0500000US34027,1249445775.204,152.806.417,0
905,0500000US36075,,,0
906,0500000US37021,1716428648.675,1.716.428.649,1
907,0500000US37145,1051163251.4610001,1.051.163.251,0
908,0500000US37193,1969208670.4320002,876.600.213,0
909,0500000US39021,1115659848.477,1.115.659.848,0
910,0500000US40141,2288209061.027,,0
911,0500000US41031,,,0
912,0500000US41047,3084303567.5690002,,1
913,0500000US42125,2234728615.48,,0
914,0500000US45029,2801703623.1109996,,0
915,0500000US45071,1684628023.525,1.625.937.171,0
916,0500000US46085,,,0
917,0500000US47057,786648135.61,786.648.136,0
918,0500000US47145,1027259421.61,1.027.259.422,0
919,0500000US47183,1512549786.379,1.036.222.314,0
920,0500000US48041,1541112720.576,1.541.112.721,3
921,0500000US48079,2018553167.264,539.286.058,0
922,0500000US48341,2365829914.034,1.551.186.449,0
923,0500000US48419,2174862607.054,1.312.757.611,0
924,0500000US49005,3042383813.5829997,,1
925,0500000US49023,8842676614.564001,2.049.712.850,0
926,0500000US51103,372360238.574,372.360.239,0
927,0500000US51157,694035855.6819999,671.591.685,0
928,0500000US53019,5838693841.921,187.311.331,0
929,0500000US53075,5635884316.348001,,1
930,0500000US54083,2701144540.915,,0
931,0500000US55011,1838524833.2979999,1.838.524.833,0
932,0500000US56033,,,0
933,0500000US56039,10928772911.661999,1.591.803.208,0
934,0500000US60050,,,0
935,0500000US78030,,,0
936,0500000US01073,2925950642.21,,3
937,0500000US01129,2837205290.0820003,1.564.283.624,0
938,0500000US02122,,,0
939,0500000US04025,21153109020.776,,0
940,0500000US05085,2089125800.195,2.089.125.800,0
941,0500000US06063,6784247842.285999,1.711.939.641,0
942,0500000US06089,,,0
943,0500000US08033,,,0
944,0500000US08069,6834433186.886,,2
945,0500000US12029,1877806341.7,880.226.376,0
946,0500000US12089,1746705501.546,1.746.705.502,0
947,0500000US20161,1615450209.53,1.615.450.210,1
948,0500000US21063,,,0
949,0500000US21097,804949728.6669999,804.949.729,0
950,0500000US21133,881259350.987,782.667.896,0
951,0500000US21187,920245889.768,920.245.890,0
952,0500000US22045,1616559714.859,1.572.721.998,0
953,0500000US22073,1645549078.9720001,1.645.549.079,2
954,0500000US24011,846902476.6930001,630.231.598,0
955,0500000US13153,989810174.207,989.810.174,1
956,0500000US13185,1330481172.849,1.330.481.173,1
957,0500000US13213,902037367.6689999,902.037.368,0
958,0500000US13237,938850395.746,938.850.396,0
959,0500000US17171,656412755.569,639.636.246,0
960,0500000US19063,,,0
961,0500000US36017,,,0
962,0500000US37019,2322065114.1879997,,0
963,0500000US37047,2485554872.6610003,,0
964,0500000US37079,695114650.1839999,695.114.650,0
965,0500000US37147,1705150981.072,1.705.150.981,2
966,0500000US37173,1404995517.849,1.316.805.877,0
967,0500000US39167,1661636944.707,1.661.636.945,0
968,0500000US40023,,,0
969,0500000US35023,,,0
970,0500000US42017,1614583580.5770001,1.614.583.581,0
971,0500000US51101,743127040.497,743.127.040,0
972,0500000US51147,919747035.44,840.259.223,0
973,0500000US51195,1054276030.7939999,1.054.276.031,0
974,0500000US54033,1081676835.494,1.081.676.835,1
975,0500000US55037,,,0
976,0500000US55075,3704589565.538,1.050.755.327,0
977,0500000US01071,2932732374.9859996,,0
978,0500000US13019,1192858416.7810001,1.192.858.417,0
979,0500000US45083,2131777832.9770002,2.131.777.833,1
980,0500000US48061,2632828727.406,,4
981,0500000US48201,4620628840.245999,,9
982,0500000US48401,2444768622.281,,0
983,0500000US48459,1543442604.481,1.543.442.604,0
984,0500000US51027,1309682801.801,838.965.571,0
985,0500000US31073,1200854080.144,1.045.925.146,0
986,0500000US06009,2694209848.205,798.153.782,0
987,0500000US26003,2426299555.858,1.800.839.407,0
988,0500000US41023,,,0
989,0500000US17017,996221987.209,996.221.987,0
990,0500000US37139,603691840.344,603.691.840,0
991,0500000US06011,3003047046.8320003,492.949.318,0
992,0500000US16029,4662728889.63,,0
993,0500000US21089,,,0
994,0500000US26089,,,0
995,0500000US26141,,,0
996,0500000US32031,16974515827.568998,,2
997,0500000US38097,2231290423.757,,0
998,0500000US47105,643394936.897,643.394.937,0
999,0500000US48175,2241710603.181,,0
1000,0500000US48503,2423879105.226,1.019.538.191,0
1001,0500000US01013,2026687019.877,1.157.197.785,0
1002,0500000US01015,1593768863.427,356.721.076,0
1003,0500000US21235,1157096425.4819999,260.293.944,0
1004,0500000US22057,3238112173.705,,0
1005,0500000US24023,1708083210.3479998,377.499.470,0
1006,0500000US26013,2375517036.319,1.420.518.210,0
1007,0500000US26071,3135263805.1029997,586.520.983,0
1008,0500000US27119,5167247110.701,,0
1009,0500000US27167,1944224909.321,1.570.808.059,0
1010,0500000US28051,1991354994.168,770.861.829,0
1011,0500000US29013,2212235526.942,753.765.356,0
1012,0500000US29095,1600947047.6160002,1.600.947.048,4
1013,0500000US30053,9503801253.452,50.398.823,0
1014,0500000US35033,5024095548.431,1.046.423.087,0
1015,0500000US36059,,,0
1016,0500000US38003,3916330234.615,1.075.278.745,0
1017,0500000US38055,6021884367.997,1.644.045.371,0
1018,0500000US40055,1674674557.502,3.304.537,0
1019,0500000US40117,1546617190.024,1.546.617.190,0
1020,0500000US42043,1448913826.3079998,1.448.913.826,1
1021,0500000US42097,1238923714.8639998,1.207.863.053,0
1022,0500000US45015,3200898382.922,,0
1023,0500000US47009,1473888428.7,1.473.888.429,0
1024,0500000US47129,1358732304.1230001,1.158.826.835,0
1025,0500000US47187,1518269547.008,1.518.269.547,0
1026,0500000US48065,2403444940.45,,0
1027,0500000US48157,2308729705.119,,0
1028,0500000US48207,2370624202.3120003,1.092.406.178,0
1029,0500000US51093,838863415.8260001,838.863.416,0
1030,0500000US51171,1329384037.411,1.282.783.658,0
1031,0500000US53021,3273778644.773,,1
1032,0500000US53055,498997072.14599997,498.997.072,0
1033,0500000US66010,,,0
1034,0500000US01059,1683187547.617,1.683.187.548,0
1035,0500000US02020,,,0
1036,0500000US04021,13997104756.373001,,0
1037,0500000US05069,2378680608.973,2.073.733.900,0
1038,0500000US05107,1893268979.4789999,3.940.711,0
1039,0500000US06041,,,0
1040,0500000US08001,3072646772.288,,2
1041,0500000US27069,2853169458.525,325.562.454,0
1042,0500000US12007,783518779.263,783.518.779,0
1043,0500000US13031,1793682464.2389998,1.141.821.880,0
1044,0500000US20195,,,0
1045,0500000US21101,1211672914.6260002,1.211.672.915,0
1046,0500000US21183,1549671724.3339999,1.549.671.724,0
1047,0500000US22059,1726256174.901,1.726.256.175,0
1048,0500000US24027,657972142.926,657.972.143,0
1049,0500000US25015,,,0
1050,0500000US26029,,,0
1051,0500000US13077,1160840495.059,1.160.840.495,0
1052,0500000US13157,893009727.705,893.009.728,0
1053,0500000US13241,981720567.374,981.720.567,0
1054,0500000US17003,656703687.889,635.352.668,0
1055,0500000US17189,1465048202.235,1.322.232.875,0
1056,0500000US20003,1516731558.657,693.106.700,0
1057,0500000US36113,,,0
1058,0500000US37031,1470504765.1420002,1.011.765.810,0
1059,0500000US37113,1351886520.704,805.269.818,0
1060,0500000US38035,3723301986.068,,1
1061,0500000US39123,692656101.0780001,692.656.101,0
1062,0500000US39161,1065175611.018,1.065.175.611,0
1063,0500000US40101,2184430025.015,2.081.909.100,0
1064,0500000US27107,2268263220.864,,0
1065,0500000US28049,2285790292.3120003,,1
1066,0500000US29171,,,0
1067,0500000US30075,,,0
1068,0500000US32011,,,0
1069,0500000US34033,905557020.535,905.557.021,0
1070,0500000US01017,1570838141.708,1.570.838.142,0
1071,0500000US01021,1824936159.154,1.824.936.159,0
1072,0500000US01027,1577370106.941,1.020.927.029,0
1073,0500000US01029,1461076189.57,1.071.823.611,0
1074,0500000US05005,,,0
1075,0500000US05009,1565539723.205,233.378.273,0
1076,0500000US05043,2175816163.337,1.652.847.453,0
1077,0500000US05049,,,0
1078,0500000US05053,1647347086.822,1.647.347.087,0
1079,0500000US05077,1611703086.7410002,589.936.099,0
1080,0500000US01037,1735582887.123,1.735.582.887,0
1081,0500000US01039,2720248547.669,336.903.435,0
1082,0500000US01061,1508864035.349,1.508.864.035,0
1083,0500000US01075,1577010760.7729998,765.045.945,0
1084,0500000US01093,1935198840.56,1.053.411.464,0
1085,0500000US01103,1559101138.5129998,1.559.101.139,0
1086,0500000US01133,1645286490.316,1.298.705.144,0
1087,0500000US02070,,,0
1088,0500000US02110,,,0
1089,0500000US02150,,,0
1090,0500000US02220,,,0
1091,0500000US02261,,,0
1092,0500000US04011,,,0
1093,0500000US04023,3226704129.0059996,,1
1094,0500000US08003,,,0
1095,0500000US08015,,,0
1096,0500000US08021,,,0
1097,0500000US08039,4805526326.654,,0
1098,0500000US08059,2009743654.605,2.009.743.655,4
1099,0500000US08073,6717030707.083,748.322.894,0
1100,0500000US08101,6232924485.696,,1
1101,0500000US08121,,,0
1102,0500000US08125,,,0
1103,0500000US09005,,,0
1104,0500000US05101,2141029317.4870002,738.811.250,0
1105,0500000US05105,1458714486.8070002,1.458.714.487,0
1106,0500000US05115,2160997337.821,1.687.488.235,0
1107,0500000US05129,1738849654.2529998,66.789.917,0
1108,0500000US05135,1576960078.755,596.793.580,0
1109,0500000US06021,,,0
1110,0500000US06025,11670318470.108,,0
1111,0500000US06061,3902049556.2959995,,0
1112,0500000US06109,,,0
1113,0500000US05149,2469015238.878,,0
1114,0500000US06031,3618965111.5540004,188.393.255,0
1115,0500000US06035,12251100158.603,834.679.999,0
1116,0500000US06075,,,0
1117,0500000US09013,,,0
1118,0500000US12035,1323373517.23,1.323.373.517,0
1119,0500000US12059,1274801494.298,1.271.408.260,0
1120,0500000US13063,375870415.331,375.870.415,1
1121,0500000US13069,1569750044.961,322.178.348,0
1122,0500000US13083,453098463.66400003,453.098.464,0
1123,0500000US13093,1034821406.752,1.034.821.407,0
1124,0500000US13111,1020505172.368,793.864.620,0
1125,0500000US12087,3594963223.923,158.751.140,0
1126,0500000US12109,1756029367.333,1.756.029.367,0
1127,0500000US12111,1596112369.8679998,1.596.112.370,1
1128,0500000US12115,1580651363.696,1.580.651.364,1
1129,0500000US13003,898814976.026,868.999.631,0
1130,0500000US13023,570567964.944,570.567.965,0
1131,0500000US13037,739140078.085,739.140.078,0
1132,0500000US13053,653917718.71,653.917.719,0
1133,0500000US13059,315096264.78,315.096.265,1
1134,0500000US16019,4925663610.773,,1
1135,0500000US16021,,,0
1136,0500000US16033,4573559384.069,,0
1137,0500000US16045,1462527479.2570002,1.284.740.697,0
1138,0500000US16051,2865508154.001,,0
1139,0500000US16065,1226475529.445,1.226.475.529,1
1140,0500000US13117,643152253.255,643.152.253,0
1141,0500000US13145,1231357408.412,1.231.357.408,0
1142,0500000US13159,973703411.6789999,973.703.412,0
1143,0500000US13169,1029662890.599,1.029.662.891,0
1144,0500000US13197,957221199.9610001,957.221.200,0
1145,0500000US13233,812553335.64,812.553.336,0
1146,0500000US13239,418583312.554,418.583.313,0
1147,0500000US13243,1122322045.5089998,1.122.322.046,0
1148,0500000US13257,479213586.578,479.213.587,0
1149,0500000US13287,755263940.66,755.263.941,0
1150,0500000US13295,1163415410.554,1.163.415.411,0
1151,0500000US15003,,,0
1152,0500000US16009,2028999762.9420002,2.028.999.763,0
1153,0500000US17115,1521017655.304,1.521.017.655,1
1154,0500000US17121,,,0
1155,0500000US17131,1475671485.095,1.475.671.485,0
1156,0500000US17135,1842879951.061,1.735.847.990,0
1157,0500000US17145,1161361393.703,1.161.361.394,0
1158,0500000US17149,2204155485.3729997,424.161.666,0
1159,0500000US17159,939923908.4860001,110.619.902,0
1160,0500000US17173,1993989269.516,1.989.274.133,0
1161,0500000US17177,1465068223.508,1.465.068.224,0
1162,0500000US17183,2339788205.297,,0
1163,0500000US17187,1409062244.18,1.112.091.332,0
1164,0500000US18017,1076859696.03,1.076.859.696,0
1165,0500000US18031,969638586.9039999,969.638.587,0
1166,0500000US16075,1063447349.113,1.063.447.349,0
1167,0500000US17005,994187603.5389999,712.099.283,0
1168,0500000US17011,2266352556.598,,0
1169,0500000US17015,1210043781.72,1.210.043.782,0
1170,0500000US17021,1858197616.657,1.858.197.617,0
1171,0500000US17029,1324381637.081,1.324.381.637,0
1172,0500000US17053,1261894662.924,1.175.530.181,0
1173,0500000US17059,852771660.116,852.771.660,0
1174,0500000US17063,1116786882.358,1.116.786.882,0
1175,0500000US17067,,,0
1176,0500000US17073,2142185595.529,2.142.185.596,0
1177,0500000US17091,1767653724.71,1.767.653.725,0
1178,0500000US18129,1089836442.451,1.089.836.442,0
1179,0500000US18133,1253237184.553,1.253.237.185,0
1180,0500000US18143,500642699.45,500.642.699,0
1181,0500000US18171,951106820.1919999,951.106.820,0
1182,0500000US18177,1049729682.7260001,1.049.729.683,0
1183,0500000US18181,1320276613.8,1.320.276.614,0
1184,0500000US19001,1479543009.5970001,1.403.598.390,0
1185,0500000US19007,,,0
1186,0500000US19017,1139203670.442,1.139.203.670,0
1187,0500000US19025,1484000778.3779998,179.933.744,0
1188,0500000US18037,1131035528.692,1.076.092.021,0
1189,0500000US18041,558536086.3790001,558.536.086,0
1190,0500000US18055,1417764876.196,1.417.764.876,0
1191,0500000US18065,1025043064.978,1.025.043.065,0
1192,0500000US18075,996542749.298,996.542.749,0
1193,0500000US18085,1438784613.248,1.438.784.613,0
1194,0500000US18091,1566779602.482,1.566.779.602,0
1195,0500000US18095,1175532436.4989998,1.175.532.436,1
1196,0500000US18097,1046337993.627,1.046.337.994,9
1197,0500000US18099,1166743739.5110002,1.166.743.740,0
1198,0500000US18101,884059044.879,884.059.045,0
1199,0500000US18109,1063166440.9560001,1.063.166.441,0
1200,0500000US18111,1047214477.1910001,1.047.214.477,0
1201,0500000US18115,226844333.729,226.844.334,0
1202,0500000US18119,1007117701.423,1.007.117.701,0
1203,0500000US18121,1168303379.8339999,1.168.303.380,0
1204,0500000US19049,1534648482.879,1.534.648.483,1
1205,0500000US19055,1501302755.958,1.501.302.756,0
1206,0500000US19073,1481618328.264,1.356.285.755,0
1207,0500000US19079,1497407448.5029998,1.497.407.449,0
1208,0500000US19083,1478022099.515,1.478.022.100,0
1209,0500000US19097,1684750887.928,1.684.750.888,0
1210,0500000US19103,1616504958.799,1.616.504.959,2
1211,0500000US20087,1445659976.3179998,1.445.659.976,0
1212,0500000US20089,,,0
1213,0500000US20091,1246307171.8769999,1.246.307.172,0
1214,0500000US20097,,,0
1215,0500000US20101,,,0
1216,0500000US20105,,,0
1217,0500000US20109,,,0
1218,0500000US20111,2222420344.156,1.190.107.753,0
1219,0500000US20113,2339581148.401,964.834.805,0
1220,0500000US20125,,,0
1221,0500000US19117,1126868788.73,1.018.470.974,0
1222,0500000US19127,1486606284.54,1.486.606.285,0
1223,0500000US19131,,,0
1224,0500000US19141,1485855714.214,297.106.754,0
1225,0500000US19159,1398811457.546,26.377.614,0
1226,0500000US19165,1534047632.9789999,1.384.061.592,0
1227,0500000US19169,1487803412.2670002,1.487.803.412,1
1228,0500000US19175,1104743149.928,916.333.278,0
1229,0500000US19189,1040320233.7260001,115.302.727,0
1230,0500000US20001,,,0
1231,0500000US20009,,,0
1232,0500000US20015,3759458365.663,,0
1233,0500000US20029,1864458071.57,279.224.187,0
1234,0500000US20043,1033837203.713,1.033.837.204,0
1235,0500000US20049,1690927754.783,220.340.179,0
1236,0500000US20053,,,0
1237,0500000US20057,,,0
1238,0500000US20063,,,0
1239,0500000US20073,2994952345.061,466.231.410,0
1240,0500000US20077,2086959569.175,602.506.286,0
1241,0500000US20085,1708759461.732,1.708.759.462,0
1242,0500000US29167,1669604578.2429998,1.669.604.578,0
1243,0500000US29173,1256486678.827,169.738.052,0
1244,0500000US29177,1490313513.466,1.490.313.513,0
1245,0500000US36069,,,0
1246,0500000US36073,1018249385.974,1.018.249.386,0
1247,0500000US39169,1444882239.411,1.444.882.239,0
1248,0500000US40007,,,0
1249,0500000US27005,3739213782.0559998,1.659.948.037,0
1250,0500000US27019,974283602.712,974.283.603,0
1251,0500000US27029,,,0
1252,0500000US29203,,,0
1253,0500000US29223,,,0
1254,0500000US29510,171978134.19099998,171.978.134,1
1255,0500000US30019,,,0
1256,0500000US36079,,,0
1257,0500000US36097,,,0
1258,0500000US20141,,,0
1259,0500000US20159,1891729733.3620002,25.745.797,0
1260,0500000US20169,1873612993.7670002,111.301.298,0
1261,0500000US20175,,,0
1262,0500000US20183,,,0
1263,0500000US20189,,,0
1264,0500000US27033,1680255922.002,143.515.125,0
